ServerName,DatabaseName,DatabaseFileName,FileType,TimeDataCollected,CounterName,AggregatorType,Value
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:09:12,FNR,Variance,0.20987654
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:09:12,FNR,Max,2
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:09:12,FRL,Mean,0.083333336
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:09:12,FRL,Occurence,18
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:09:12,FRL,Variance,0.11805555
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:09:12,FRL,Max,1.5
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:09:12,FWL,Mean,0.07936508
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:09:12,FWL,Occurence,18
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:09:12,FWL,Variance,0.10707986
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:09:12,FWL,Max,1.4285715
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FRM,Mean,3130.6667
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FRM,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FRM,Variance,22353608
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FRM,Max,17600
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FWM,Mean,33.666668
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FWM,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FWM,Variance,1315.8889
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FWM,Max,103
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FNW,Mean,718.2222
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FNW,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FNW,Variance,392700.88
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FNW,Max,2416
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FNR,Mean,89400.89
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FNR,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FNR,Variance,1.2819225E+10
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FNR,Max,379904
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FRL,Mean,2.299732
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FRL,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FRL,Variance,6.4095244
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FRL,Max,10.825083
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FWL,Mean,3.1681004
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FWL,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FWL,Variance,6.550083
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:09:12,FWL,Max,9.142858
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FRM,Mean,352.8889
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FRM,Occurence,18
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FRM,Variance,2117019.8
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FRM,Max,6352
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FWM,Mean,186.44444
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FWM,Occurence,18
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FWM,Variance,1657.1359
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FWM,Max,248
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FNW,Mean,3356.4443
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FNW,Occurence,18
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FNW,Variance,521658.44
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FNW,Max,4416
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FNR,Mean,352.8889
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FNR,Occurence,18
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FNR,Variance,2117019.8
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FNR,Max,6352
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FRL,Mean,0.44640356
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FRL,Occurence,18
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FRL,Variance,3.3876944
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FRL,Max,8.035264
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FWL,Mean,1.9674557
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FWL,Occurence,18
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FWL,Variance,0.14244908
DBPSQLANA01,RnD,G:\MSSQL\Log\RnD_log.ldf,LOG,2022-10-25 15:09:12,FWL,Max,3
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FRM,Mean,1152
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FRM,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FRM,Variance,2796202.8
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FRM,Max,6704
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FWM,Mean,9.666667
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FWM,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FWM,Variance,20.444445
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FWM,Max,15
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FNW,Mean,347.1111
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FNW,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FNW,Variance,123357.445
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FNW,Max,1464
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FNR,Mean,39424
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FNR,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FNR,Variance,2.6141583E+09
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FNR,Max,173824
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FRL,Mean,2.1230552
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FRL,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FRL,Variance,7.7955647
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FRL,Max,12.536082
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FWL,Mean,3.5069044
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FWL,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FWL,Variance,5.608313
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Data.ndf,ROWS,2022-10-25 15:09:12,FWL,Max,7.111111
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FRM,Mean,3836.4443
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FRM,Occurence,18
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FRM,Variance,44923204
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FRM,Max,24640
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FWM,Mean,140.55556
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FWM,Occurence,18
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FWM,Variance,4444.8027
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FWM,Max,306
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FNW,Mean,4517.3335
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FNW,Occurence,18
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FNW,Variance,43983670
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FNW,Max,25216
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FNR,Mean,125354.664
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FNR,Occurence,18
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FNR,Variance,3.159337E+10
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FNR,Max,666112
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FRL,Mean,1.8740048
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FRL,Occurence,18
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FRL,Variance,3.0723147
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FRL,Max,6.4450703
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FWL,Mean,5.0329905
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FWL,Occurence,18
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FWL,Variance,8.523644
DBPSQLANA01,RnD,G:\MSSQL\data\Rnd_Data2.ndf,ROWS,2022-10-25 15:09:12,FWL,Max,9.846154
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FRM,Mean,5.5
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FRM,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FRM,Variance,102.80556
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FRM,Max,40
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FWM,Mean,0.6666667
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FWM,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FWM,Variance,0.33333334
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FWM,Max,2
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FNW,Mean,18.777779
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FNW,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FNW,Variance,230.0617
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FNW,Max,72
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FNR,Mean,214.88889
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FNR,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FNR,Variance,175304.53
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FNR,Max,1628
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FRL,Mean,1.2716916
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FRL,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FRL,Variance,1.7043681
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FRL,Max,4.148148
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FWL,Mean,3.101206
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FWL,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FWL,Variance,2.2583036
DBPSQLANA01,RnD,E:\MSSQL\Data\Rnd_Log3.ndf,ROWS,2022-10-25 15:09:12,FWL,Max,5.647059
DBPSQLANA01,,,,2022-10-25 15:09:12,IM,Mean,128580.055
DBPSQLANA01,,,,2022-10-25 15:09:12,IM,Occurence,19
DBPSQLANA01,,,,2022-10-25 15:09:12,IM,Variance,2.4709184
DBPSQLANA01,,,,2022-10-25 15:09:12,IM,Max,128581
DBPSQLANA01,,,,2022-10-25 15:09:12,IMP,Mean,100
DBPSQLANA01,,,,2022-10-25 15:09:12,IMP,Occurence,19
DBPSQLANA01,,,,2022-10-25 15:09:12,IMP,Variance,0
DBPSQLANA01,,,,2022-10-25 15:09:12,IMP,Max,100
DBPSQLANA01,,,,2022-10-25 15:09:12,ICP,Mean,53.263157
DBPSQLANA01,,,,2022-10-25 15:09:12,ICP,Occurence,19
DBPSQLANA01,,,,2022-10-25 15:09:12,ICP,Variance,42.509693
DBPSQLANA01,,,,2022-10-25 15:09:12,ICP,Max,65
DBPSQLANA01,RnD,,,2022-10-25 15:09:12,DCS,Mean,73169.35
DBPSQLANA01,RnD,,,2022-10-25 15:09:12,DCS,Occurence,19
DBPSQLANA01,RnD,,,2022-10-25 15:09:12,DCS,Variance,1976939.1
DBPSQLANA01,RnD,,,2022-10-25 15:09:12,DCS,Max,74606.96
DBPSQLANA01,RnD,,,2022-10-25 15:09:12,DCP,Mean,99.97415
DBPSQLANA01,RnD,,,2022-10-25 15:09:12,DCP,Occurence,18
DBPSQLANA01,RnD,,,2022-10-25 15:09:12,DCP,Variance,0.011180542
DBPSQLANA01,RnD,,,2022-10-25 15:09:12,DCP,Max,100.01484
DBPSQLANA01,DBAdmin,,,2022-10-25 15:09:12,DCS,Mean,0.10157894
DBPSQLANA01,DBAdmin,,,2022-10-25 15:09:12,DCS,Occurence,19
DBPSQLANA01,DBAdmin,,,2022-10-25 15:09:12,DCS,Variance,0.006108033
DBPSQLANA01,DBAdmin,,,2022-10-25 15:09:12,DCS,Max,0.35
DBPSQLANA01,DBAdmin,,,2022-10-25 15:09:12,DCP,Mean,0.02566256
DBPSQLANA01,DBAdmin,,,2022-10-25 15:09:12,DCP,Occurence,18
DBPSQLANA01,DBAdmin,,,2022-10-25 15:09:12,DCP,Variance,0.011195638
DBPSQLANA01,DBAdmin,,,2022-10-25 15:09:12,DCP,Max,0.46192607
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FRM,Mean,0
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FRM,Occurence,18
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FRM,Variance,0
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FRM,Max,0
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FWM,Mean,0
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FWM,Occurence,18
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FWM,Variance,0
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FWM,Max,0
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FNW,Mean,0.16666667
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FNW,Occurence,18
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FNW,Variance,0.4722222
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FNW,Max,3
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FNR,Mean,1.9444444
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FNR,Occurence,18
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FNR,Variance,64.2747
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FNR,Max,35
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FRL,Mean,0.03809524
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FRL,Occurence,18
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FRL,Variance,0.024671204
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FRL,Max,0.6857143
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FWL,Mean,0.074074075
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FWL,Occurence,18
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FWL,Variance,0.093278475
DBPSQLANA01,DBAdmin,E:\MSSQL\Data\DBAdmin.mdf,ROWS,2022-10-25 15:18:49,FWL,Max,1.3333334
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FRM,Mean,0
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FRM,Occurence,18
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FRM,Variance,0
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FRM,Max,0
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FWM,Mean,0
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FWM,Occurence,18
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FWM,Variance,0
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FWM,Max,0
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FNW,Mean,0.3888889
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FNW,Occurence,18
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FNW,Variance,2.5709877
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FNW,Max,7
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FNR,Mean,0.11111111
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FNR,Occurence,18
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FNR,Variance,0.20987654
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FNR,Max,2
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FRL,Mean,0.027777778
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FRL,Occurence,18
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FRL,Variance,0.013117284
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FRL,Max,0.5
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FWL,Mean,0.07936508
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FWL,Occurence,18
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FWL,Variance,0.10707986
DBPSQLANA01,DBAdmin,G:\MSSQL\Log\DBAdmin_log.ldf,LOG,2022-10-25 15:18:49,FWL,Max,1.4285715
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:18:49,FRM,Mean,725.3333
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:18:49,FRM,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:18:49,FRM,Variance,1857649.6
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:18:49,FRM,Max,5376
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:18:49,FWM,Mean,19.444445
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:18:49,FWM,Occurence,18
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:18:49,FWM,Variance,465.1358
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:18:49,FWM,Max,69
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:18:49,FNW,Mean,323.55554
DBPSQLANA01,RnD,E:\MSSQL\DATA\RnD.mdf,ROWS,2022-10-25 15:18:49,FNW,Occurence,18
